"","IncidentType","Category","FloorConditions","Weather","RiskAssessment","IncidentLocation","OccurredOnEmployerPremises","InjuredPartyType","EmplType","WasProtectiveClothingWorn","WasMechHandlingEquiUsed","LengthEmplCat","TotalDaysUnfitForWork","RiddorReportable","InjuredPartysAge","Brand","Months"
"141","Lost Time Injury (TF1)","Manual Handling","Wet","Icy/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","N","N","6-12 Months",6,"N",65,"Jewson","March"
"142","Lost Time Injury (TF1)","Struck by moving vehicle (not FLT)","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","Y","10-20 Years",85,"Y",47,"International Decorative Surfaces","April"
"143","Lost Time Injury (TF1)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",8,"Y",65,"Jewson","April"
"144","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Wet","Icy/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","3-6 Months",6,"N",59,"Jewson","March"
"145","Lost Time Injury (TF1)","Fall from a height","Dry","Dry/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","20+ Years",224,"Y",68,"Jewson","January"
"146","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","3-5 Years",45,"Y",53,"Jewson","November"
"147","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-6 Months",3,"N",63,"Jewson","May"
"148","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Dry","Wet/Cold","Y","Offsite","N","Full-Time","Internal Sales Office Staff","Y","Y","3-5 Years",15,"Y",64,"Jewson","October"
"149","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",42,"Y",31,"Minster Insulation and Drylining","August"
"150","Lost Time Injury (TF1)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",17,"Y",45,"Graham","February"
"151","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","Y","5-10 Years",6,"N",60,"Jewson","August"
"152","Lost Time Injury (TF1)","Struck by flying objects/debris","Dry","Dry/Hot","N","Offices/Showroom","Y","Contractor (<=10hrs/wk)","Counter Sales Staff","N","N","6-12 Months",0,"Y",21,"Jewson","April"
"153","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","3-5 Years",5,"N",62,"Jewson","July"
"154","Lost Time Injury (TF1)","Struck by flying objects/debris","Wet","Wet/Cold","Y","Offsite","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",12,"Y",31,"Jewson","May"
"155","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Management Staff","Y","N","3-5 Years",2,"N",67,"Graham","September"
"156","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Dry","Dry/Cold","N","Offsite","Y","Member Of Public","Field Based Employee/Sales","N","N","6-12 Months",0,"N",49,"Jewson","October"
"157","Lost Time Injury (TF1)","Contact with moving machinery","Normal","Dry/Cold","Y","Maintenance Workshop/Area","Y","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",74,"Y",70,"Pasquill","September"
"158","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",48,"Jewson","July"
"159","Lost Time Injury (TF1)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",28,"Y",53,"Jewson","January"
"160","Lost Time Injury (TF1)","Injured by animal","Dry","Dry/Hot","Y","Offsite","N","Full-Time","Field Based Employee/Sales","N","N","6-12 Months",174,"Y",60,"Jewson","February"
"161","Lost Time Injury (TF1)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Warehouse","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","Y","5-10 Years",0,"N",59,"Gibbs and Dandy Group","May"
"162","Lost Time Injury (TF1)","Fall from a height","Wet","Wet/Cold","Y","Offsite","N","Temporary Worker/Agency","HGV/LGV Driver","Y","Y","10-20 Years",0,"N",54,"Jewson","August"
"163","Lost Time Injury (TF1)","Fall from a height","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","20+ Years",7,"Y",72,"Jewson","May"
"164","Lost Time Injury (TF1)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Maintenance Workshop/Area","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",29,"Y",37,"Jewson","July"
"165","Lost Time Injury (TF1)","Contact with moving machinery","Normal","Dry/Hot","Y","Maintenance Workshop/Area","Y","Temporary Worker/Agency","Management Staff","Y","N","5-10 Years",0,"N",49,"International Timber","July"
"166","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Cold","Y","Production/Processing","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",4,"N",30,"Pasquill","June"
"167","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","Y","6-12 Months",211,"Y",38,"Jewson","August"
"168","Lost Time Injury (TF1)","Manual Handling","Wet","Wet/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","3-5 Years",22,"Y",43,"Jewson","October"
"169","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",52,"Y",65,"Jewson","November"
"170","Lost Time Injury (TF1)","Contact with moving machinery","Normal","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","2-3 Years",205,"Y",32,"Jewson","February"
"171","Lost Time Injury (TF1)","Fall from a height","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","20+ Years",160,"Y",51,"Jewson","January"
"172","Lost Time Injury (TF1)","Contact with moving machinery","Wet","Wet/Cold","Y","Production/Processing","Y","Full-Time","Machinery Operative","Y","Y","3-5 Years",9,"Y",23,"PDM Ltd","May"
"173","Lost Time Injury (TF1)","Manual Handling","Wet","Wet/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",29,"N",39,"Jewson","July"
"174","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Wet","Icy/Cold","Y","Stockyard","Y","Member Of Public","Internal Sales Office Staff","N","N","20+ Years",0,"N",63,"Jewson","April"
"175","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Normal","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","3-6 Months",194,"Y",74,"Jewson","September"
"176","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","Y","3-5 Years",6,"N",43,"Jewson","October"
"177","Lost Time Injury (TF1)","Struck by flying objects/debris","Normal","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","5-10 Years",8,"Y",70,"Jewson Civils","December"
"178","Lost Time Injury (TF1)","Contact with moving machinery","Normal","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","3-6 Months",504,"Y",48,"Ceramic Tile Distributors","April"
"179","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","N","N","3-5 Years",3,"N",52,"Ceramic Tile Distributors","June"
"180","Lost Time Injury (TF1)","Fall from a height","Wet","Icy/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","3-5 Years",8,"Y",32,"Ceramic Tile Distributors","May"
"181","Lost Time Injury (TF1)","Manual Handling","Dry","Icy/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","0-3 Months",40,"Y",30,"Ceramic Tile Distributors","April"
"182","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Dry","Dry/Hot","N","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","Y","N","3-5 Years",40,"Y",53,"Jewson","June"
"183","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","Management Staff","N","N","2-3 Years",6,"N",49,"Graham","December"
"184","Lost Time Injury (TF1)","Fall from a height","Dry","Dry/Hot","N","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","10-20 Years",33,"Y",63,"Jewson","February"
"185","Lost Time Injury (TF1)","Struck against stationary object","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Management Staff","Y","N","10-20 Years",2,"N",39,"Jewson","June"
"186","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Management Staff","Y","N","5-10 Years",12,"Y",33,"Graham","October"
"187","Lost Time Injury (TF1)","Fall from a height","Wet","Wet/Hot","Y","Stockyard","Y","Full-Time","Management Staff","Y","N","1-2 Years",50,"Y",57,"Gibbs and Dandy Group","June"
"188","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","HGV/LGV Driver","N","N","1-2 Years",6,"N",50,"Graham","February"
"189","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Counter Sales Staff","Y","N","6-12 Months",4,"N",33,"Jewson","June"
"190","Lost Time Injury (TF1)","Contact with moving machinery","Normal","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","Y","20+ Years",31,"N",72,"Jewson","June"
"191","Lost Time Injury (TF1)","Manual Handling","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",14,"Y",55,"Graham","January"
"192","Lost Time Injury (TF1)","Fall from a height","Wet","Wet/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","Y","6-12 Months",50,"Y",51,"Jewson","May"
"193","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Internal Sales Office Staff","Y","Y","3-5 Years",26,"Y",35,"Jewson","February"
"194","Lost Time Injury (TF1)","Contact with moving machinery","Dry","Wet/Cold","Y","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","Y","N","3-5 Years",26,"Y",35,"Jewson","October"
"195","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Dry","Dry/Cold","N","Stockyard","Y","Member Of Public","Internal Sales Office Staff","N","Y","20+ Years",0,"Y",67,"Jewson","March"
"196","Lost Time Injury (TF1)","Manual Handling","Normal","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",24,"Y",55,"Jewson","October"
"197","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Wet","Icy/Cold","Y","Offsite","Y","Temporary Worker/Agency","HGV/LGV Driver","Y","N","5-10 Years",0,"N",57,"Jewson","May"
"198","Lost Time Injury (TF1)","Struck against stationary object","Normal","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",2,"N",38,"Jewson","November"
"199","Lost Time Injury (TF1)","Contact with moving machinery","Normal","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","6-12 Months",47,"N",70,"Jewson","January"
"200","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Management Staff","Y","N","1-2 Years",53,"Y",51,"Jewson","September"
"201","Lost Time Injury (TF1)","Fall from a height","Wet","Wet/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",138,"Y",64,"J.P. Corry Group Ltd","July"
"202","Lost Time Injury (TF1)","Manual Handling","Wet","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",5,"N",62,"J.P. Corry Group Ltd","May"
"203","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Dry","Icy/Cold","Y","Stockyard","Y","Part-Time","Machinery Operative","Y","N","10-20 Years",120,"Y",39,"J.P. Corry Group Ltd","August"
"204","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Part-Time","Yard/Warehouse Operative","Y","Y","6-12 Months",29,"Y",42,"J.P. Corry Group Ltd","August"
"205","Lost Time Injury (TF1)","Manual Handling","Normal","Dry/Cold","N","Stockyard","Y","Full-Time","Management Staff","N","N","10-20 Years",15,"Y",38,"Bassetts","November"
"206","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","Y","10-20 Years",6,"Y",46,"J.P. Corry Group Ltd","July"
"207","Lost Time Injury (TF1)","Struck by moving vehicle (not FLT)","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","Y","20+ Years",17,"Y",48,"J.P. Corry Group Ltd","April"
"208","Lost Time Injury (TF1)","Struck by flying objects/debris","Normal","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",39,"Y",47,"J.P. Corry Group Ltd","June"
"209","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",14,"Y",57,"J.P. Corry Group Ltd","May"
"210","Lost Time Injury (TF1)","Struck by moving vehicle (not FLT)","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Counter Sales Staff","Y","N","20+ Years",3,"N",38,"J.P. Corry Group Ltd","November"
"211","Lost Time Injury (TF1)","Manual Handling","Normal","Dry/Cold","Y","Stockyard","Y","Full-Time","Counter Sales Staff","N","N","10-20 Years",6,"N",57,"Bassetts","December"
"212","Lost Time Injury (TF1)","Manual Handling","Normal","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","20+ Years",9,"Y",53,"J.P. Corry Group Ltd","July"
"213","Lost Time Injury (TF1)","Manual Handling","Normal","Dry/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","2-3 Years",8,"Y",58,"Graham","August"
"214","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","Y","3-5 Years",24,"Y",59,"Graham","August"
"215","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",67,"Y",59,"Jewson","March"
"216","Lost Time Injury (TF1)","Struck by flying objects/debris","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","5-10 Years",4,"N",55,"Jewson","June"
"217","Lost Time Injury (TF1)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Offsite","Y","Temporary Worker/Agency","HGV/LGV Driver","Y","N","0-3 Months",2,"N",47,"Graham","October"
"218","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Offsite","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","Y","2-3 Years",0,"N",50,"Graham","May"
"219","Lost Time Injury (TF1)","Fall from a height","Normal","Dry/Cold","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","Y","20+ Years",36,"Y",66,"Jewson","September"
"220","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","6-12 Months",22,"N",52,"Jewson","December"
"221","Lost Time Injury (TF1)","Fall from a height","Normal","Dry/Cold","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","Y","1-2 Years",216,"Y",71,"Jewson","August"
"222","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Wet","Wet/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","0-3 Months",126,"Y",55,"Jewson","July"
"223","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Wet","Wet/Cold","N","Stockyard","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","N","1-2 Years",12,"Y",56,"Jewson","December"
"224","Lost Time Injury (TF1)","Manual Handling","Normal","Dry/Hot","Y","Stockyard","Y","Full-Time","Counter Sales Staff","Y","N","2-3 Years",14,"Y",59,"Jewson","February"
"225","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",12,"Y",57,"Jewson","November"
"226","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Normal","Dry/Hot","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","10-20 Years",99,"Y",68,"Jewson","June"
"227","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",7,"Y",45,"Jewson","August"
"228","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Wet","Wet/Hot","N","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","0-3 Months",3,"Y",50,"Jewson","December"
"229","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Wet","Icy/Cold","N","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","3-5 Years",81,"Y",69,"Jewson","March"
"230","Lost Time Injury (TF1)","Trapped by collapsing struct.","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",2,"N",36,"Jewson","October"
"231","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",48,"Y",64,"Jewson","July"
"232","Lost Time Injury (TF1)","Fall from a height","Wet","Wet/Cold","Y","Stockyard","Y","Contractor (<=10hrs/wk)","HGV/LGV Driver","Y","N","6-12 Months",0,"Y",51,"Jewson","November"
"233","Lost Time Injury (TF1)","Contact with moving machinery","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","Y","3-5 Years",20,"N",66,"Jewson","April"
"234","Lost Time Injury (TF1)","Struck by moving vehicle (not FLT)","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","3-5 Years",65,"Y",54,"Jewson","September"
"235","Lost Time Injury (TF1)","Fall from a height","Dry","Dry/Hot","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",15,"Y",57,"Jewson Civils","June"
"236","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",20,"Y",59,"Jewson Civils","February"
"237","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","6-12 Months",3,"N",57,"Graham","February"
"238","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","N","N","10-20 Years",55,"Y",51,"Jewson","May"
"239","Lost Time Injury (TF1)","Slipped, trip or fall (level)","Normal","Dry/Cold","Y","Maintenance Workshop/Area","Y","Full-Time","Management Staff","Y","N","20+ Years",25,"Y",34,"Jewson","May"
"240","Lost Time Injury (TF1)","Manual Handling","Normal","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",21,"Y",58,"Jewson","July"
"241","Lost Time Injury (TF1)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Maintenance Workshop/Area","Y","Full-Time","Machinery Operative","Y","N","3-5 Years",63,"Y",50,"International Decorative Surfaces","June"
"242","Lost Time Injury (TF1)","Manual Handling","Normal","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",5,"N",54,"International Decorative Surfaces","June"
"243","Lost Time Injury (TF1)","Contact with moving machinery","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","Y","6-12 Months",2,"N",31,"Jewson","July"
"244","Lost Time Injury (TF1)","Manual Handling","Wet","Wet/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",2,"N",56,"Jewson","November"
"245","Lost Time Injury (TF1)","Fall from a height","Dry","Dry/Hot","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","3-5 Years",15,"Y",54,"Jewson","December"
"246","Lost Time Injury (TF1)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","10-20 Years",7,"Y",52,"Jewson","June"
